GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36,HD01_VD37,HD01_VD38,HD01_VD39,HD01_VD40,HD01_VD41,HD01_VD42,HD01_VD43,HD01_VD44,HD01_VD45,HD01_VD46,HD01_VD47,HD01_VD48,HD01_VD49,HD01_VD50,HD01_VD51,HD01_VD52,HD01_VD53,HD01_VD54,HD01_VD55,HD01_VD56,HD01_VD57,HD01_VD58,HD01_VD59,HD01_VD60,HD01_VD61,HD01_VD62,HD01_VD63,HD01_VD64,HD01_VD65,HD01_VD66,HD01_VD67,HD01_VD68,HD01_VD69,HD01_VD70,HD01_VD71,HD01_VD72,HD01_VD73,HD01_VD74,HD01_VD75,HD01_VD76,HD01_VD77,HD01_VD78,HD01_VD79,HD01_VD80,HD01_VD81,HD01_VD82,HD01_VD83,HD01_VD84,HD01_VD85,HD01_VD86,HD01_VD87,HD01_VD88,HD01_VD89,HD01_VD90,HD01_VD91,HD01_VD92,HD01_VD93,HD01_VD94,HD01_VD95,HD01_VD96,HD01_VD97,HD01_VD98,HD01_VD99,HD01_VD100,HD01_VD101,HD01_VD102,HD01_VD103,HD01_VD104,HD01_VD105,HD01_VD106,HD01_VD107,HD01_VD108,HD01_VD109,HD01_VD110,HD01_VD111,HD01_VD112,HD01_VD113,HD01_VD114,HD01_VD115,HD01_VD116,HD01_VD117,HD01_VD118,HD01_VD119
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",1483,332,112,47,65,0,0,0,0,0,0,146,44,102,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0,0,0,0,0,804,146,658,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",3320,2595,377,236,141,0,0,0,163,101,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,88,19,69,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,15,0,0,0
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",4938,1053,625,338,287,0,0,0,0,0,0,281,135,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,517,125,392,104,0,104,0,0,0,39,32,7,0,0,0,0,0,0,0,0,0,0,0,0,41,31,10,0,0,0,183,88,95,1678,583,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,88,37,51,0,0,0,0,0,0,0,0,0,0,0,0,43,21,22,160,33,127,0,0,0,0,0,0,92,36,56
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",2426,1701,405,190,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,33,23,0,0,0,43,30,13,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,50,13,37,0,0,0,25,25,0,0,0,0,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,7,7,0,29,29,0,13,13,0
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",4041,534,367,112,255,0,0,0,0,0,0,89,22,67,0,0,0,0,0,0,59,47,12,0,0,0,0,0,0,0,0,0,142,46,96,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,22,175,39,136,2187,572,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,16,162,65,97,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,153,0,153,76,60,16,0,0,0,0,0,0
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",4854,2151,2540,1485,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,108,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",3049,624,226,83,143,0,0,0,0,0,0,250,111,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,19,73,0,73,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,10,10,0,0,0,0,1767,612,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,5,5,0,0,0,0,0,0,0
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",2109,1114,874,587,287,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,22,5,17,0,0,0,19,6,13,6,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",3725,720,469,230,239,0,0,0,0,0,0,350,182,168,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,10,10,0,466,139,327,113,55,58,0,0,0,21,10,11,34,22,12,0,0,0,0,0,0,0,0,0,104,66,38,0,0,0,27,9,18,1102,216,886,0,0,0,48,11,37,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,78,66,0,0,0,0,0,0,11,11,0
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",1742,1125,495,233,262,11,9,2,9,9,0,0,0,0,8,8,0,0,0,0,57,45,12,0,0,0,0,0,0,2,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,8,0,0,0
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",3490,2078,1318,803,515,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",3509,704,222,138,84,13,0,13,0,0,0,342,157,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,117,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,29,119,101,18,0,0,0,1880,558,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",4784,3781,817,322,495,24,24,0,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",2305,697,289,127,162,0,0,0,0,0,0,271,102,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,14,0,0,0,0,0,0,25,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,358,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,10,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,20,20,0
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",1824,1488,205,57,148,61,61,0,26,26,0,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",4625,1281,586,199,387,0,0,0,0,0,0,240,94,146,0,0,0,0,0,0,18,18,0,0,0,0,16,16,0,13,13,0,97,17,80,162,68,94,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,177,35,142,0,0,0,59,25,34,1756,509,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,154,73,81,0,0,0,0,0,0,19,0,19
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",3362,2789,301,216,85,73,60,13,137,88,49,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,30,0,30,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",3205,782,399,264,135,11,11,0,0,0,0,405,134,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,51,205,92,51,41,6,0,6,99,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,238,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,50,64,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,90,20,70,18,18,0,0,0,0,0,0,0
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",3264,2885,150,104,46,56,24,32,45,45,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",3409,1230,754,273,481,0,0,0,0,0,0,74,55,19,0,0,0,7,7,0,18,18,0,0,0,0,0,0,0,24,16,8,338,41,297,32,19,13,0,0,0,68,34,34,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,27,14,13,44,6,38,542,135,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,37,13,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26,24,9,9,0,0,0,0,1,1,0
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",2472,2098,127,94,33,16,16,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,16,11,11,0,113,113,0,0,0,0
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",2408,900,131,8,123,0,0,0,0,0,0,46,36,10,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,565,102,463,24,11,13,16,7,9,9,5,4,14,14,0,0,0,0,0,0,0,0,0,0,29,13,16,0,0,0,111,42,69,474,133,341,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,4,0,0,0,0,0,0
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",2376,1965,133,118,15,45,45,0,21,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14,95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,45,0,0,0,41,19,22,0,0,0
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",3416,1179,318,174,144,0,0,0,0,0,0,61,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,485,90,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,236,13,223,16,0,16,62,20,42,688,270,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,48,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,90,0,0,0,0,0,0,26,0,26
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",2481,2159,61,23,38,40,20,20,90,28,62,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",2936,545,226,23,203,10,10,0,0,0,0,144,8,136,11,11,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,193,55,138,56,18,38,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,27,129,1375,386,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,94,68,0,0,0,0,0,0,0,0,0
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",4034,3325,438,304,134,40,40,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,30,16,14,0,0,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,96,46,50,0,0,0,44,44,0,0,0,0
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",4012,742,988,390,598,0,0,0,0,0,0,100,30,70,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,347,92,255,75,16,59,0,0,0,35,0,35,0,0,0,70,0,70,0,0,0,0,0,0,159,98,61,0,0,0,107,9,98,1328,395,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,15,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",4473,4051,350,181,169,30,30,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",3199,920,148,31,117,4,4,0,0,0,0,112,86,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,111,435,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,367,91,276,0,0,0,79,0,79,917,151,766,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,31,0,0,0,0,0,0,33,27,6
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",3695,3154,333,165,168,0,0,0,44,44,0,0,0,0,0,0,0,9,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,0,12,0,0,0,2,0,2,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,86,18,0,0,0
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",1627,433,192,83,109,7,7,0,0,0,0,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,71,84,118,50,68,0,0,0,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,90,10,80,0,0,0,40,40,0,562,206,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",4347,2831,1324,565,759,35,35,0,25,25,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",3101,828,88,61,27,0,0,0,0,0,0,66,13,53,13,0,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,574,174,400,26,10,16,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,8,1238,432,806,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,72,36,36,46,46,0,0,0,0,0,0,0
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",3785,2317,1300,734,566,33,24,9,53,53,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",3453,874,301,126,175,10,10,0,0,0,0,110,45,65,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,8,8,0,669,188,481,20,20,0,0,0,0,25,7,18,0,0,0,22,0,22,0,0,0,0,0,0,20,0,20,0,0,0,170,71,99,942,271,671,0,0,0,44,22,22,47,22,25,0,0,0,0,0,0,0,0,0,11,11,0,33,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36,38,0,0,0,0,0,0,31,18,13
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",293,147,112,71,41,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,10,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",2428,1519,824,485,339,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",4426,1536,468,207,261,0,0,0,0,0,0,30,10,20,12,12,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,964,75,889,188,0,188,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,500,288,212,0,0,0,40,25,15,513,285,228,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,34,0,34,0,0,0
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",2649,1883,570,351,219,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,79,23,56,0,0,0,53,10,43,0,0,0,45,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",3355,565,656,108,548,13,13,0,0,0,0,73,48,25,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,649,174,475,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,110,0,0,0,162,46,116,919,234,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,147,0,0,0,0,0,0,0,0,0
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",3154,2439,580,395,185,32,0,32,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,52,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,1,0,0,0,0
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",3792,768,413,173,240,0,0,0,0,0,0,160,113,47,6,6,0,6,0,6,146,121,25,0,0,0,0,0,0,0,0,0,1034,192,842,23,23,0,0,0,0,84,8,76,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,119,43,76,67,67,0,735,164,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,23,151,0,0,0,0,0,0,12,12,0
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",2652,2394,247,188,59,3,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",2336,488,290,89,201,0,0,0,0,0,0,57,37,20,0,0,0,26,26,0,9,9,0,0,0,0,0,0,0,13,0,13,470,131,339,75,9,66,0,0,0,29,0,29,83,0,83,3,0,3,0,0,0,0,0,0,25,14,11,0,0,0,5,0,5,520,139,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,123,27,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35,15,10,0,10,0,0,0,38,8,30
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",3045,2460,483,311,172,57,50,7,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",2427,882,263,126,137,10,0,10,0,0,0,22,0,22,0,0,0,0,0,0,83,45,38,0,0,0,0,0,0,13,5,8,381,110,271,0,0,0,0,0,0,24,0,24,0,0,0,3,0,3,0,0,0,0,0,0,73,10,63,0,0,0,82,28,54,398,148,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,147,63,84
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",3543,3043,220,170,50,26,15,11,59,59,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,35,35,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0
